id,name,link,ingredients,allergensraw,allergensmapped
127,"Sweet & Salty Nut chocolat noir et melange de noix, 5 barres de 30 g",https://world.openfoodfacts.org/product/8410076610621,"roasted peanuts , whole oats , sugar, chicory root extract, glucose syrup, wheat flour, vegetable fat palm, shea, maltodextrin, cocoa paste, almond pieces , fructose, lean cocoa powder, rice flour, sunflower oil, lactose milk, peanut butter, humectant glycerol, salt, emulsifiers sunflower and soy lecithin, dextrose, natural flavors, wheat germ, cocoa butter, antioxidant, rich tocopherol extract, honey,","gluten, milk, nuts, peanuts, soybeans","milk, peanut, soy, tree nut, wheat"
128,Crunchy peanut butter,https://world.openfoodfacts.org/product/5060367180758,"peanuts , sea salt",peanuts,peanut
129,Crunchy Organic Peanut Butter,https://world.openfoodfacts.org/product/5013665108320,"roasted organic peanuts , organic sustainable palm oil, sea salt",peanuts,peanut
130,Blueberry Muffin raw fruit & nut bar,https://world.openfoodfacts.org/product/5060088705940,"dates , cashews , raisins , almonds , blueberries , natural flavouring",nuts,tree nut
131,Ghilal Yaourt zr3,https://world.openfoodfacts.org/product/6111242102002,"ingrelents  lait entier enrichi en creme, sucre, poudre de lait ecreme, texturant  amidon, preparation de cereales, fibres, aromes, ferments ladiques et colorant naturel matiere grasse  ,  poids net   g",milk,milk
132,Kefir Natural Fermented Yogurt,https://world.openfoodfacts.org/product/5036589252450,"organic milk, fermented with live kefir cultures",milk,milk
133,5% Greek Yogurt,https://world.openfoodfacts.org/product/5201054017432,"pasteurised skimmed milk, cream milk, live active yoghurt cultures l bulgaricus, s thermophilus, l acidophilus, bifidus, l casei no palm oil",milk,milk
134,Yogurt Greek Style,https://world.openfoodfacts.org/product/20047559,"cream, skimmed milk retentate, microbial cultures,",milk,milk
135,Fage Total 0% Yogurt,https://world.openfoodfacts.org/product/5201054017418,"pasteurised skimmed milk, cultures l bulgaricus, s thermophilus, lacidophilus, bifidus, l casei",milk,milk
136,Organic Natural Yoghurt,https://world.openfoodfacts.org/product/5036589255598,"organic milk, bifidobacterium live culture",milk,milk
137,double zero Cerise,https://world.openfoodfacts.org/product/6111032010135,"lait ecreme, lait ecreme en poudre, preparations de fruits, epaississant amidon, lactoserum, aromes, colorants naturels toucylate et carmin, edulcorant stevia, cultures lactiques pour yaourt contient naturellement  de sucres fabrique dans une ligne pouvant contenir des amandes et du gluten","gluten, milk","milk, wheat"
138,Activia Cereales,https://world.openfoodfacts.org/product/6111032002208,"creamfree milk, dairy product mixes, cereal preparations, cream, sugar, creamfree powdered milk, modified starch, flavourings, helba yeast, for yoghurt, bifid and bacteria, contains gluten and is manufactured in a line that may contain almonds, net weight  g","gluten, milk","milk, wheat"
139,Mango ohne Zuckerzusatz,https://world.openfoodfacts.org/product/5411188125808,"wasser, mangomischung , frucht ,, saftkonzentrat ,, geschalte sojabohnen ,, calcium tricalciumcitrat, stabilisator pektine saureregulatoren natriumcitrate, citronensaure, naturliches aroma, modifizierte starke, meersalz, antioxidationsmittel stark tocopherolhaltige extrakte, fettsaureester der ascorbinsaure, farbendes karotten  und kurbiskonzentrat, vitamine b, b, d, joghurtkulturen s thermophilus, l bulgaricus",soybeans,soy
140,5% Greek Yoghurt,https://world.openfoodfacts.org/product/5201054017531,"pasteurised skimmed milk, cream milk, live active yoghurt cultures l bulgaricus, s thermophilus, l acidophilus, bifidus, l casei",milk,milk
141,Fage,https://world.openfoodfacts.org/product/5201054017517,"pasteurised skimmed milk , live active yoghurt cultures l bulgarians, s thermophilus, l acidophilus, bifidus, l casei",milk,milk
142,Dessert gourmand choco,https://world.openfoodfacts.org/product/6111242102552,"lait entier, creme, sucre, epaississant amidon, carraghenane, caramel, arome, colorant naturel matiere grasse ",milk,milk
143,Kefir Natural Sabor Suave,https://world.openfoodfacts.org/product/8436547770137,"milk, cream, skimmed milk powder and ferments",milk,milk
144,Greek style natural yogurt,https://world.openfoodfacts.org/product/01206111,greek style natural yogurt cows milk  allergy advice,milk,milk
145,Ghilal,https://world.openfoodfacts.org/product/6111242101982,"lait frais, creme, sucre, poudre de lait ecreme, texturants amidon, preparation de pulpe de fruits, aromes, ferments lactiques et colorant naturel",milk,milk
146,Greek Style Natural Yogurt,https://world.openfoodfacts.org/product/00277679,"our  greek style natural yogurt cows milk allerqu advice for allerqens, see in hold ",milk,milk
147,Yogur griego natural,https://world.openfoodfacts.org/product/8480000205599,"leche entera, nata, leche en polvo desnatada, fermentos lacteos,",milk,milk
148,Kefir yogurt,https://world.openfoodfacts.org/product/5060337222143,"pasteurised cows milk, live kefir and yogurt cultures bifidobacterium, streptococcus thermophilus, lactobacillus bulgaricus, lactobacillus acidophilus",milk,milk
149,Actimel,https://world.openfoodfacts.org/product/6111032009146,"lait ecreme, poudre de lait ecreme, sucre, lactose alimentaire, creme, beurre, epaississant amidon, aromes, ferments lactiques lactobacillus casei, ferments lactiques du yaourt, mineraux fer et zinc, vitamines b et d mg ,",milk,milk
150,Plant soya pot plain,https://world.openfoodfacts.org/product/4056489466598,"water,  soya beans, modified maize starch, potato starch, sea salt, natural flavouring",soybeans,soy
151,tonik,https://world.openfoodfacts.org/product/6111031005064,"coffret fourre au cacao , et a la vanille   ingredients farine de ble, sucre, huile vegetale non hydrogenee huile de palme, filtrat de lait, poudre de cacao emulsifiant a faible teneur en cacao  lecithine de soja agent levant  sucre artificiel vanilline sel contient du lait, du ble gluten du soja","gluten, milk, soybeans","wheat, milk, soy"
152,50/50 Medium Bread,https://world.openfoodfacts.org/product/5010092093441,"wheat flour  with calcium, iron, niacin b, thiamin b, wholemeal wheat flour , water, yeast, salt, vegetable oils rapeseed, sustainable palm, vinegar, sustainable soya flour, emulsifier ee, preservative calcium propionate, flour treatment agent ascorbic acid vitamin c","gluten, soybeans","wheat, soy"
153,Harrys beau & bon pain de mie farine de ble cereales & graines 320g,https://world.openfoodfacts.org/product/3228857001194,"farines de cereales , ble ,, avoine ,, riz, seigle, orge ,, seigle malte, orge malte ,, eau, graines , tournesol ,, soja, lin, millet, avoine ,, mais, orge ,, sesame, gluten de ble, huile de colza, levure, arome contient alcool, sel, vinaigre, extrait dacerola peut contenir des traces de lait, oeufs, fruits a coque","gluten, sesame seeds, soybeans","wheat, sesame, soy"
154,White Sourdough Loaf,https://world.openfoodfacts.org/product/4088600065991,"wheat flour wheat flour, calcium carbonate, iron, niacin, thiamin, water, rye flour, salt, fermented wheat flour",gluten,wheat
155,Wholemeal Pittas,https://world.openfoodfacts.org/product/00234931,"wholemeal wheat flour, water, yeast, spirit vinegar salt, fortified wheat flour wheat flour, calcium carbonate, iron, niacin, thiamin, preservative calcium propionate, wheat starch",gluten,wheat
156,Everyday Tiger Rolls with Sourdough,https://world.openfoodfacts.org/product/5025125000174,"wheat flour wheat flour, calcium carbonate, iron, niacin, thiamin, water, rye flour, fermented wheat flour, salt, rice flour, yeast, dextrose, flour treatment agent lcysteine, ascorbic acid, rapeseed oil, malted barley flour, raising agents sodium carbonates, ammonium carbonates",gluten,wheat
157,Malted Bloomer,https://world.openfoodfacts.org/product/4088600184197,"wheat flour wheat flour, calcium carbonate, niacin, iron, thiamin, water, kibbled malted wheat , rye flour, yeast, rapeseed oil, salt, wheat bran, wheat semolina, malted barley flour, preservative calcium propionate, flour treatment agent ascorbic acid",gluten,wheat
158,Wheat flour sourdough bread,https://world.openfoodfacts.org/product/01134742,"fortified british wheat flour wheat flour, calcium carbonate, niacin, iron, thiamin, water, rye flour, salt, wholemeal wheat flour, malted wheat flour wheat gluten",gluten,wheat
159,Classic Medium Sliced Wholemeal Bread,https://world.openfoodfacts.org/product/5010092736614,"wholemeal wheat flour, water, wheat protein, yeast, fermented wheat flour, salt, oat bran, malted barley flour, vinegar, molasses sugar, sustainable soya flour, vegetable oils rapeseed, sustainable palm, flour treatment agent ascorbic acid vitamin c",gluten,wheat
160,Best of Both Bread,https://world.openfoodfacts.org/product/5010003052949,"water, wheat flour with added calcium, iron, niacin, thiamin , wholemeal flour wheat , yeast, calcium sulphate, salt, wheat protein, soya flour, preservative e, emulsifiers ee, e, e rapeseed, flour treatment agent ascorbic acid","gluten, soybeans","wheat, soy"
161,TORTILLA WRAPS WHOLEMEAL,https://world.openfoodfacts.org/product/4088600111209,"wholemeal wheat flour, water, palm oil, humectant glycerol, sugar, raising agents diphosphates, sodium carbonates, wheat flour wheat flour, calcium carbonate, iron, niacin, thiamin, emulsifier mono  and diglycerides of fatty acids, acidity regulator citric acid, preservatives potassium sorbate, calcium propionate, salt, wheat starch, flour treatment agent lcysteine",gluten,wheat
162,Original,https://world.openfoodfacts.org/product/7300400118101,"wholemeal rye flour, rye flour, yeast, salt may contain traces of milk and sesame seeds",gluten,wheat
163,8 Flour Tortilla Wraps Regular,https://world.openfoodfacts.org/product/0046000283265,"wheat flour, water, stabiliser glycerol, sunflower oil, emulsifier mono  and diglycerides of fatty acids, dextrose, raising agents sodium bicarbonate, diphosphates, salt",gluten,wheat
164,Plain Tortilla Wraps,https://world.openfoodfacts.org/product/4056489239642,"wheat flour  wheat flour, calcium carbonate, iron, niacine, thiamine, water, palm oil, sugar, raising agents diphosphates, sodium carbonates, humectant glycerol, acidity regulator citric acid, emulsifier mono  and diglycerides of fatty acids, preservatives potassium sorbate, calcium propionate, salt, flour treatment agent lcysteine,",gluten,wheat
165,Allinsons Bread Flour,https://world.openfoodfacts.org/product/5010067371130,"wheat flour wheat flour, calcium carbonate, iron, niacin, thiamin, flour treatment agents alphaamylase, hemicellulase",gluten,wheat
166,8 Wholemeal Tortilla Wraps,https://world.openfoodfacts.org/product/01808414,"wholemeal british wheat flour , water, wheat bran, palm oil, humectant glycerol, raising agents disodium diphosphate, sodium hydrogen carbonate, sugar, acidity regulator citric acid, emulsifier mono  and diglycerides of fatty acids, salt, preservative calcium propionate, wheat starch, flour treatment agent lcysteine",gluten,wheat
167,Farine de ble complete - T150,https://world.openfoodfacts.org/product/3068111301246,"type  wholemeal wheat flour,",gluten,wheat
168,6 Wholemeal Pittas,https://world.openfoodfacts.org/product/5054070479155,"wholemeal wheat flour, water, yeast, spirit vinegar, salt, preservative calcium propionate, wheat starch",gluten,wheat
169,Lime & Coriander Chutney Poppadoms,https://world.openfoodfacts.org/product/5000328428581,"sunflower oil , potato granules , potato starch , gram flour , rice flour, lime , coriander chutney seasoning flavouring, sugar, dried garlic, dried onion, acid citric acid, coriander, paprika, chilli powder, cumin, lime oil, barley malt extract, salt",gluten,wheat
170,Super Soft Seeded Wraps,https://world.openfoodfacts.org/product/4088600111193,"wheat flour  wheat flour, calcium carbonate, iron, niacin, thiamin, water, wholemeal wheat flour, palm oil, mixed seeds , yellow linseed, brown linseed, poppy seeds, humectant glycerol, sugar, raising agents diphosphates, sodium carbonates, emulsifier mono  and diglycerides of fatty acids, acidity regulator citric acid, preservatives potassium sorbate, calcium propionate, salt, wheat starch, flour treatment agent lcysteine,",gluten,wheat
171,Sojasauce,https://world.openfoodfacts.org/product/8715035110106,"water, soybeans , wheat , salt,","gluten, soybeans","wheat, soy"
172,Premium Soy Sauce,https://world.openfoodfacts.org/product/0078895126396,"water, soybeans , salt, sugar, wheat flour","gluten, soybeans","wheat, soy"
173,Dark soy sauce,https://world.openfoodfacts.org/product/5000111044202,"water, soy sauce extract  , water, soybean , salt, wheat flour, sugar, salt, colour  plain caramel, acidity regulators  lactic acid, citric acid, preservative  potassium sorbate","gluten, soybeans","wheat, soy"
174,Premium dark soy sauce,https://world.openfoodfacts.org/product/0078895126389,"water, salt, colour plain caramel, sugar, defatted soybeans , wheat net  ml","gluten, soybeans","wheat, soy"
175,Light Soy Sauce,https://world.openfoodfacts.org/product/5000111044226,"soy sauce extract , water, soybean, salt, wheat flour, water sugar salt, colcur plain caramel, acidity regulators citric acid, lactic acid, preservative potassium sorbate, flavour enhancears e, e","gluten, soybeans","wheat, soy"
176,Soy Sauce,https://world.openfoodfacts.org/product/20521493,"water,  soybeans, wheat, salt","gluten, soybeans","wheat, soy"
177,Organic Tamari Soy Sauce,https://world.openfoodfacts.org/product/5014276308505,"soybeans , water, salt, alcoholquot, quot,organically produced",soybeans,soy
178,Dark Soy Sauce,https://world.openfoodfacts.org/product/4088600216638,"water sugar, salt, soy sauce extract  water, defated soy bean, salt, roasted wheat, colour ammonia caramel, acidity regulator lactic acid, preservative potassium sorbate,","gluten, soybeans","wheat, soy"
179,Light Soy Sauce,https://world.openfoodfacts.org/product/4056489518853," soy sauce extract water, soya beans, wheat flour, salt, water, salt, sugar, colour plain caramel, preservative potassium sorbate, sweetener acesulfame k","gluten, soybeans","wheat, soy"
180,Dark Soy Sauce,https://world.openfoodfacts.org/product/4056489518860,"water, soy bean , salt, colour ammonia caramel, wheat flour, sugar, potassium sorbate, xanthan gum, acesulfame","gluten, soybeans","wheat, soy"
181,Sauce soja,https://world.openfoodfacts.org/product/3229820762050,"water, lowfat soybeans , sea salt, alcohol, soybeans ,, contains wheat, barley,","gluten, soybeans","wheat, soy"
182,Chicken & Mushroom Flavour Pot Noodle,https://world.openfoodfacts.org/product/5000118203503,"oncentratet, acid citric acid sauce sachet  soy sauce water, soy sauce sorbeail wheat, barley, mushrooms , herbs chivest, sage, potato starch, mushro jie mk, sugar, skimmed milk powder, palm fat, salt, onion powder, yeastpowodr antais ingredients as sold pol noodle mix  dried noodles wheat flour contains calcium carbonal, on niacin, thiamin, sunflower oil, palm oil, salt, firming agents potassium carbonate, sodium cadorater, maltodextrin, wheat flour, sweetcorn, potassium chloride, flavour enhancers monosodium glutamate, disodium inosinate, disodium guanylate, flavouring aar lk, sugar, skimmed milk powder, palm fat salt, onion powdert, yeast powder lan ge jbehead, salt, molasses, sugar, acid acetic acid from sustainmbio rolory and mustard","gluten, milk, mustard, soybeans","milk, wheat, soy"
183,Dark Soy Sauce,https://world.openfoodfacts.org/product/5057008763104,"water, sugar, soya extract , salt, colour plain caramel, acidity regulator lactic acid, preservative potassium sorbate soya extract contains water, soya bean, salt, wheat flour, preservative potassium sorbate allergy advice for ct allergens, including cereals containing gluten, see ingredients in bold also, may contain peanuts, nuts and sesame seeds suitable for vegetarians","gluten, soybeans","wheat, soy"
184,Seitan en tranches,https://world.openfoodfacts.org/product/3259010108047,"eau, gluten de ble ,, concentre de tomate, farine de ble ,, sauce soja , eau, soja, ble, sel, ferments, vinaigre de cidre, miso dorge eau, soja, orge, sel, ferments, epices, sel de mer, extrait de levure, ail, plantes aromatiques ingredients issus de lagriculture biologique fabrique dans un atelier qui utilise lait, oeufs, fruits a coque, sesame et celeri","gluten, soybeans","wheat, soy"
185,Light soy sauce,https://world.openfoodfacts.org/product/4088600216645,"water, soy sauce extract  water, defatted soya bean,salt, roasted wheat, salt, sugar, colour ammonia caramel","gluten, soybeans","wheat, soy"
186,Pearl River Bridge Soy Sauce,https://world.openfoodfacts.org/product/6921180820025,"water, soybeans , salt, wheat flour, preservative e","gluten, soybeans","wheat, soy"
187,SAUCE YAKITORI,https://world.openfoodfacts.org/product/8715035360303,"soy sauce water, soybeans, wheat, salt, sugar, water, wine contains sulphur dioxide, alcohol vinegar, molasses, modified corn starch, spices, yeast extract,","gluten, soybeans, sulphur dioxide and sulphites","wheat, soy"
188,soja sucree,https://world.openfoodfacts.org/product/8715035250109,"islandallemagne, salt g soy ble eau sel jooa ne ,  and allemagne, the refrigerator nen  lakes, kikkoman nutritional value pero  ml pour j","soybeans, sulphur dioxide and sulphites",soy
189,Light Soy Sauce,https://world.openfoodfacts.org/product/5057008763128,"water, soya extract  water, soya bean, wheat flour, salt, salt, sugar, colour plain caramel, yeast extract powder, acidity regulator lactic acid, preservative potassium sorbate allergy advice for allergens, including cereals containing gluten, see ingredients in bold also may contain nuts, sesame seeds and peanuts suitable for vegetarians","gluten, soybeans","wheat, soy"
190,Soja,https://world.openfoodfacts.org/product/5000157073006,"viz, glukozfruktoz szirup, cukor, so, melasz, szojabab ,, eleszto kivonat, etkezesi sav tejsav, szinezek karamell, buzaliszt, fuszernoveny  es fuszer kivonatok","gluten, soybeans","wheat, soy"
191,Sourdough White Ciabattin,https://world.openfoodfacts.org/product/5025125000006,"wheat flour fortified with calcium carbonate, iron, niacin, thiamin, water, salt, fermented wheat flour",gluten,wheat
192,THE GREAT WHITE,https://world.openfoodfacts.org/product/5025125000112,"wheat flour wheat flour, calcium carbonate, iron, niacin, thiamin, water, rye flour, salt, fermented wheat",gluten,wheat
193,SLICED WHITE SOURDOUGH BREAD WITH GRAINS & SEEDS,https://world.openfoodfacts.org/product/5025125000037,"wheat flour wheat flour, calcium carbonate, iron, niacin, thiamin, water, mixed seeds golden linseeds, sunflower seeds , sprouted spelt wheat grains , salt, fermented wheat flour",gluten,wheat
194,Jasons Sourdough,https://world.openfoodfacts.org/product/5025125000129,"wheat flour wheat flour, calcium carbonate, iron, niacin, thiamin, water, wholemeal spelt wheat flour, sprouted spelt wheat grains , rye flour, salt, fermented wheat flour",gluten,wheat
195,Krisprolls complets sans sucres ajoutes,https://world.openfoodfacts.org/product/7311070032611,"whole wheat flour , wheat flour, vegetable oils fully hydrogenated rapeseed oil, barley malt, yeast, salt",gluten,wheat
196,nutella,https://world.openfoodfacts.org/product/4008400401621,"sugar, palm oil, hazelnuts , skimmed milk powder ,, fatreduced cocoa ,, emulsifier lecithins soya, vanillin","milk, nuts, soybeans","milk, tree nut, soy"
197,Pain De Mie Bio,https://world.openfoodfacts.org/product/3760049790214,"wheat flour, water, whole wheat flour , brown cane sugar, yeast, rapeseed oil, apple cider vinegar, wheat bran, salt, wheat gluten, ascorbic acid, possible traces of soy",gluten,wheat
198,Seed Sensations,https://world.openfoodfacts.org/product/5010003064744,"wheat flour calcium, iron, niacin, thiamin, water, seed mix  toasted brown linseed, toasted sunflower seeds, pumpkin seeds, sunflower seeds, millet seeds, golden linseed, poppy seeds, yeast, wheat protein, salt, soya flour, malted barley flour, granulated sugar, barley flour, preservative e, caramelised sugar, barley fibre, emulsifier ee, flour treatment agent ascorbic acid","gluten, soybeans","wheat, soy"
199,Bakery Co. 5 The Original Bagels,https://world.openfoodfacts.org/product/5020364010113,"wheat flour with added calcium carbonate, iron, niacin, thiamin, water, sugar, yeast, vinegar, salt, rapeseed oil, preservative calcium propionate, maize, sweet potato puree, malted barley flour, flour treatment agent ascorbic acid",gluten,wheat
200,Rye & Mixed Seed Sourdough Bread,https://world.openfoodfacts.org/product/5057967395088,"wheat flour wheat flour, calcium carbonate, iron, niacin, thiamin, water, wholemeal wheat flour, malted wheat flakes, rye flour, millet seed , golden linseed , sunflower seed , rapeseed oil, fermented wheat flour, salt, poppy seeds , molasses, malted wheat flour, flour treatment agent ascorbic acid, rice flour",gluten,wheat
